idiom,decade,rank,token,prob_mean
pennies in the pound,1870,8,##pence,0.041619
pennies in the pound,1870,9,pounds,0.034025
pennies in the pound,1870,10,three,0.032073
pennies in the pound,1870,11,five,0.027899
pennies in the pound,1870,12,6d,0.027543
pennies in the pound,1870,13,four,0.025137
pennies in the pound,1870,14,1,0.023860
pennies in the pound,1870,15,millions,0.022018
pennies in the pound,1870,16,1s,0.018761
pennies in the pound,1870,17,2d,0.018362
pennies in the pound,1870,18,£2,0.015078
pennies in the pound,1870,19,3d,0.014008
pennies in the pound,1950,0,shillings,0.719275
pennies in the pound,1950,1,pence,0.170986
pennies in the pound,1950,2,##pence,0.071196
pennies in the pound,1950,3,millions,0.016083
pennies in the pound,1950,4,pounds,0.012848
pennies in the pound,1950,5,ounces,0.004381
pennies in the pound,1950,6,thousands,0.002309
pennies in the pound,1950,7,hundreds,0.000666
pennies in the pound,1950,8,ſhillings,0.000364
pennies in the pound,1950,9,shilling,0.000321
pennies in the pound,1950,10,dollars,0.000224
pennies in the pound,1950,11,sovereigns,0.000143
pennies in the pound,1950,12,points,0.000107
pennies in the pound,1950,13,penny,0.000103
pennies in the pound,1950,14,farthing,0.000077
pennies in the pound,1950,15,thousand,0.000071
pennies in the pound,1950,16,marks,0.000056
pennies in the pound,1950,17,quarters,0.000054
pennies in the pound,1950,18,tons,0.000053
pennies in the pound,1950,19,guineas,0.000052
pennies in the pound,1970,0,pence,0.112506
pennies in the pound,1970,1,one,0.089072
pennies in the pound,1970,2,shillings,0.054264
pennies in the pound,1970,3,increase,0.053914
pennies in the pound,1970,4,interest,0.032291
pennies in the pound,1970,5,£1,0.031497
pennies in the pound,1970,6,three,0.024408
pennies in the pound,1970,7,penny,0.022950
pennies in the pound,1970,8,1,0.022356
pennies in the pound,1970,9,reduction,0.021658
pennies in the pound,1970,10,money,0.020599
pennies in the pound,1970,11,four,0.020520
pennies in the pound,1970,12,five,0.018645
pennies in the pound,1970,13,£5,0.017074
pennies in the pound,1970,14,two,0.015753
pennies in the pound,1970,15,pounds,0.012792
pennies in the pound,1970,16,ten,0.012386
pennies in the pound,1970,17,depreciation,0.012026
pennies in the pound,1970,18,equality,0.009716
pennies in the pound,1970,19,seven,0.009514
pennies in the pound,1990,0,shillings,0.620696
pennies in the pound,1990,1,pence,0.136852
pennies in the pound,1990,2,pounds,0.071838
pennies in the pound,1990,3,millions,0.055539
pennies in the pound,1990,4,##pence,0.029678
pennies in the pound,1990,5,thousands,0.019942
pennies in the pound,1990,6,times,0.003850
pennies in the pound,1990,7,cases,0.003104
pennies in the pound,1990,8,pound,0.002980
pennies in the pound,1990,9,guineas,0.002947
pennies in the pound,1990,10,rates,0.002505
pennies in the pound,1990,11,marks,0.002230
pennies in the pound,1990,12,seats,0.002121
pennies in the pound,1990,13,representatives,0.002028
pennies in the pound,1990,14,dollars,0.001822
pennies in the pound,1990,15,penny,0.001785
pennies in the pound,1990,16,hundreds,0.001759
pennies in the pound,1990,17,sovereigns,0.001616
pennies in the pound,1990,18,more,0.001472
pennies in the pound,1990,19,men,0.001384
pennies in the pound,2000,0,shillings,0.452958
pennies in the pound,2000,1,millions,0.127015
pennies in the pound,2000,2,##s,0.110591
pennies in the pound,2000,3,pence,0.098378
pennies in the pound,2000,4,ounces,0.042717
pennies in the pound,2000,5,.,0.031779
pennies in the pound,2000,6,##pence,0.016619
pennies in the pound,2000,7,sovereigns,0.015617
pennies in the pound,2000,8,pounds,0.011916
pennies in the pound,2000,9,dollars,0.009981
pennies in the pound,2000,10,points,0.007636
pennies in the pound,2000,11,##bs,0.006604
pennies in the pound,2000,12,marks,0.004850
pennies in the pound,2000,13,guineas,0.002553
pennies in the pound,2000,14,rates,0.002503
pennies in the pound,2000,15,pound,0.002097
pennies in the pound,2000,16,coins,0.001672
pennies in the pound,2000,17,grains,0.001515
pennies in the pound,2000,18,taxes,0.001401
pennies in the pound,2000,19,penny,0.001290
penny dreadful,1870,0,the,0.508057
penny dreadful,1870,1,their,0.156659
penny dreadful,1870,2,reading,0.046339
penny dreadful,1870,3,pious,0.016517
penny dreadful,1870,4,scripture,0.014813
penny dreadful,1870,5,religious,0.014275
penny dreadful,1870,6,holy,0.014216
penny dreadful,1870,7,bible,0.009975
penny dreadful,1870,8,those,0.008247
penny dreadful,1870,9,these,0.007591
penny dreadful,1870,10,catech,0.007439
penny dreadful,1870,11,christian,0.006126
penny dreadful,1870,12,written,0.005867
penny dreadful,1870,13,english,0.005250
penny dreadful,1870,14,mere,0.005098
penny dreadful,1870,15,good,0.004139
penny dreadful,1870,16,ordinary,0.003824
penny dreadful,1870,17,such,0.003790
penny dreadful,1870,18,our,0.003560
penny dreadful,1870,19,other,0.003508
penny dreadful,1880,0,penny,0.100128
penny dreadful,1880,1,daily,0.051810
penny dreadful,1880,2,medical,0.027438
penny dreadful,1880,3,cheap,0.020248
penny dreadful,1880,4,cant,0.018864
penny dreadful,1880,5,french,0.013741
penny dreadful,1880,6,weekly,0.012680
penny dreadful,1880,7,rib,0.012061
penny dreadful,1880,8,"""",0.011972
penny dreadful,1880,9,new,0.011796
penny dreadful,1880,10,tom,0.011258
penny dreadful,1880,11,star,0.010392
penny dreadful,1880,12,newspaper,0.010203
penny dreadful,1880,13,affid,0.009817
penny dreadful,1880,14,public,0.008925
penny dreadful,1880,15,cent,0.008543
penny dreadful,1880,16,london,0.008460
penny dreadful,1880,17,street,0.007919
penny dreadful,1880,18,novel,0.007555
penny dreadful,1880,19,christmas,0.007413
penny dreadful,1890,0,penny,0.932491
penny dreadful,1890,1,the,0.105291
penny dreadful,1890,2,newspaper,0.070889
penny dreadful,1890,3,in,0.047007
penny dreadful,1890,4,their,0.046372
penny dreadful,1890,5,old,0.015927
penny dreadful,1890,6,"""",0.015460
penny dreadful,1890,7,public,0.014656
penny dreadful,1890,8,elementary,0.014152
penny dreadful,1890,9,blue,0.014146
penny dreadful,1890,10,of,0.013194
penny dreadful,1890,11,cant,0.013056
penny dreadful,1890,12,filthy,0.011410
penny dreadful,1890,13,daily,0.011226
penny dreadful,1890,14,rib,0.011058
penny dreadful,1890,15,little,0.010921
penny dreadful,1890,16,street,0.010735
penny dreadful,1890,17,new,0.010135
penny dreadful,1890,18,english,0.009424
penny dreadful,1890,19,horrible,0.008614
penny dreadful,1910,0,the,0.199762
penny dreadful,1910,1,in,0.065676
penny dreadful,1910,2,these,0.026211
penny dreadful,1910,3,our,0.023586
penny dreadful,1910,4,good,0.021208
penny dreadful,1910,5,and,0.019657
penny dreadful,1910,6,on,0.018607
penny dreadful,1910,7,their,0.015566
penny dreadful,1910,8,english,0.015560
penny dreadful,1910,9,of,0.013880
penny dreadful,1910,10,at,0.011655
penny dreadful,1910,11,to,0.009639
penny dreadful,1910,12,french,0.009175
penny dreadful,1910,13,his,0.008790
penny dreadful,1910,14,about,0.007767
penny dreadful,1910,15,mere,0.007301
penny dreadful,1910,16,scotch,0.006962
penny dreadful,1910,17,those,0.006949
penny dreadful,1910,18,or,0.006919
penny dreadful,1910,19,technical,0.006915
penny dreadful,1930,0,penny,0.663798
penny dreadful,1930,1,shilling,0.098747
penny dreadful,1930,2,guinea,0.025819
penny dreadful,1930,3,farthing,0.016472
penny dreadful,1930,4,pound,0.009182
penny dreadful,1930,5,bloody,0.003863
penny dreadful,1930,6,little,0.003359
penny dreadful,1930,7,bob,0.002299
penny dreadful,1930,8,grand,0.002154
penny dreadful,1930,9,very,0.002005
penny dreadful,1930,10,mighty,0.001803
penny dreadful,1930,11,man,0.001732
penny dreadful,1930,12,murder,0.001731
penny dreadful,1930,13,ton,0.001719
penny dreadful,1930,14,terrible,0.001594
penny dreadful,1930,15,great,0.001548
penny dreadful,1930,16,tom,0.001477
penny dreadful,1930,17,damned,0.001461
penny dreadful,1930,18,trifle,0.001410
penny dreadful,1930,19,nothing,0.001306
penny dreadful,1940,0,pence,0.188350
penny dreadful,1940,1,shillings,0.139563
penny dreadful,1940,2,taxes,0.135498
penny dreadful,1940,3,most,0.061623
penny dreadful,1940,4,and,0.037291
penny dreadful,1940,5,stamps,0.029929
penny dreadful,1940,6,horrible,0.020640
penny dreadful,1940,7,more,0.018471
penny dreadful,1940,8,millions,0.016995
penny dreadful,1940,9,horrid,0.015485
penny dreadful,1940,10,little,0.014353
penny dreadful,1940,11,stories,0.014105
penny dreadful,1940,12,word,0.013612
penny dreadful,1940,13,lights,0.012583
penny dreadful,1940,14,thing,0.012380
penny dreadful,1940,15,fun,0.011810
penny dreadful,1940,16,old,0.011566
penny dreadful,1940,17,duties,0.010820
penny dreadful,1940,18,or,0.010582
penny dreadful,1940,19,dreadful,0.010025
penny dreadful,1950,0,penny,0.976225
penny dreadful,1950,1,old,0.272246
penny dreadful,1950,2,i,0.056853
penny dreadful,1950,3,—,0.046895
penny dreadful,1950,4,",",0.046032
penny dreadful,1950,5,com,0.028744
penny dreadful,1950,6,to,0.027034
penny dreadful,1950,7,grim,0.024568
penny dreadful,1950,8,the,0.022132
penny dreadful,1950,9,"""",0.021876
penny dreadful,1950,10,filthy,0.020426
penny dreadful,1950,11,ancient,0.019025
penny dreadful,1950,12,dra,0.017748
penny dreadful,1950,13,horrid,0.017507
penny dreadful,1950,14,bomb,0.017171
penny dreadful,1950,15,a,0.016115
penny dreadful,1950,16,.,0.016007
penny dreadful,1950,17,phot,0.015919
penny dreadful,1950,18,may,0.015760
penny dreadful,1950,19,is,0.015444
penny dreadful,1960,0,the,0.081077
penny dreadful,1960,1,of,0.063490
penny dreadful,1960,2,to,0.046776
penny dreadful,1960,3,that,0.041538
penny dreadful,1960,4,.,0.038322
penny dreadful,1960,5,",",0.032032
penny dreadful,1960,6,and,0.027824
penny dreadful,1960,7,daily,0.025946
penny dreadful,1960,8,in,0.023686
penny dreadful,1960,9,red,0.020998
penny dreadful,1960,10,home,0.017645
penny dreadful,1960,11,as,0.016025
penny dreadful,1960,12,sunday,0.014760
penny dreadful,1960,13,black,0.014676
penny dreadful,1960,14,—,0.012984
penny dreadful,1960,15,star,0.012512
penny dreadful,1960,16,by,0.011953
penny dreadful,1960,17,cin,0.010837
penny dreadful,1960,18,',0.010793
penny dreadful,1960,19,with,0.010277
penny dreadful,1980,0,era,0.452565
penny dreadful,1980,1,the,0.168731
penny dreadful,1980,2,times,0.098328
penny dreadful,1980,3,law,0.055526
penny dreadful,1980,4,age,0.043495
penny dreadful,1980,5,little,0.019254
penny dreadful,1980,6,days,0.018634
penny dreadful,1980,7,my,0.016887
penny dreadful,1980,8,century,0.015630
penny dreadful,1980,9,code,0.014060
penny dreadful,1980,10,three,0.012785
penny dreadful,1980,11,no,0.011882
penny dreadful,1980,12,rule,0.011160
penny dreadful,1980,13,ages,0.010947
penny dreadful,1980,14,two,0.010773
penny dreadful,1980,15,new,0.009392
penny dreadful,1980,16,legislation,0.008918
penny dreadful,1980,17,old,0.008422
penny dreadful,1980,18,system,0.008211
penny dreadful,1980,19,government,0.007952
penny dreadful,1990,0,tab,0.432461
penny dreadful,1990,1,future,0.365306
penny dreadful,1990,2,old,0.199845
penny dreadful,1990,3,early,0.107927
penny dreadful,1990,4,house,0.074078
penny dreadful,1990,5,bill,0.064676
penny dreadful,1990,6,or,0.050682
penny dreadful,1990,7,two,0.045273
penny dreadful,1990,8,of,0.044407
penny dreadful,1990,9,main,0.040815
penny dreadful,1990,10,o,0.038802
penny dreadful,1990,11,ancient,0.037519
penny dreadful,1990,12,matter,0.034170
penny dreadful,1990,13,the,0.028380
penny dreadful,1990,14,new,0.025818
penny dreadful,1990,15,186,0.025196
penny dreadful,1990,16,178,0.023213
penny dreadful,1990,17,185,0.022793
penny dreadful,1990,18,for,0.022242
penny dreadful,1990,19,three,0.022188
penny for your thoughts,1950,0,penny,0.714773
penny for your thoughts,1950,1,shilling,0.153528
penny for your thoughts,1950,2,farthing,0.040481
penny for your thoughts,1950,3,pound,0.030836
penny for your thoughts,1950,4,guinea,0.012245
penny for your thoughts,1950,5,crown,0.003135
penny for your thoughts,1950,6,week,0.002782
penny for your thoughts,1950,7,dollar,0.002483
penny for your thoughts,1950,8,minute,0.002164
penny for your thoughts,1950,9,million,0.001952
penny for your thoughts,1950,10,ton,0.001768
penny for your thoughts,1950,11,dram,0.001147
penny for your thoughts,1950,12,word,0.001126
penny for your thoughts,1950,13,dozen,0.001050
penny for your thoughts,1950,14,peny,0.001040
penny for your thoughts,1950,15,gallon,0.000927
penny for your thoughts,1950,16,bit,0.000898
penny for your thoughts,1950,17,mark,0.000815
penny for your thoughts,1950,18,quarter,0.000777
penny for your thoughts,1950,19,day,0.000673
penny for your thoughts,1980,0,dollar,0.176755
penny for your thoughts,1980,1,shilling,0.141139
penny for your thoughts,1980,2,penny,0.093312
penny for your thoughts,1980,3,pound,0.066079
penny for your thoughts,1980,4,pence,0.038249
penny for your thoughts,1980,5,ounce,0.027706
penny for your thoughts,1980,6,crown,0.026796
penny for your thoughts,1980,7,farthing,0.022747
penny for your thoughts,1980,8,shillings,0.020590
penny for your thoughts,1980,9,standard,0.014444
penny for your thoughts,1980,10,mark,0.014065
penny for your thoughts,1980,11,peny,0.013721
penny for your thoughts,1980,12,franc,0.013025
penny for your thoughts,1980,13,sterling,0.012468
penny for your thoughts,1980,14,coin,0.010385
penny for your thoughts,1980,15,louis,0.007331
penny for your thoughts,1980,16,pounds,0.006977
penny for your thoughts,1980,17,sovereign,0.006959
penny for your thoughts,1980,18,guinea,0.006730
penny for your thoughts,1980,19,money,0.006521
penny packets,1910,0,small,0.481392
penny packets,1910,1,penny,0.324105
penny packets,1910,2,large,0.028201
penny packets,1910,3,little,0.015298
penny packets,1910,4,blank,0.010710
penny packets,1910,5,postal,0.007133
penny packets,1910,6,mail,0.006420
penny packets,1910,7,pay,0.006237
penny packets,1910,8,money,0.005167
penny packets,1910,9,paper,0.004469
penny packets,1910,10,two,0.003533
penny packets,1910,11,bank,0.003506
penny packets,1910,12,newspaper,0.003266
penny packets,1910,13,huge,0.002572
penny packets,1910,14,short,0.002221
penny packets,1910,15,copper,0.002075
penny packets,1910,16,fancy,0.001914
penny packets,1910,17,letter,0.001859
penny packets,1910,18,book,0.001727
penny packets,1910,19,tea,0.001681
penny packets,1920,0,agent,0.151336
penny packets,1920,1,man,0.066558
penny packets,1920,2,employer,0.052025
penny packets,1920,3,workman,0.039864
penny packets,1920,4,men,0.035555
penny packets,1920,5,owner,0.028949
penny packets,1920,6,agents,0.023565
penny packets,1920,7,servant,0.017055
penny packets,1920,8,house,0.015656
penny packets,1920,9,master,0.014606
penny packets,1920,10,workmen,0.014190
penny packets,1920,11,purchaser,0.014077
penny packets,1920,12,merchant,0.013521
penny packets,1920,13,proprietor,0.012678
penny packets,1920,14,person,0.010841
penny packets,1920,15,publican,0.010783
penny packets,1920,16,labourer,0.010353
penny packets,1920,17,husband,0.009974
penny packets,1920,18,individual,0.009789
penny packets,1920,19,manufacturer,0.009095
penny packets,1940,0,small,0.398271
penny packets,1940,1,all,0.083015
penny packets,1940,2,postal,0.063803
penny packets,1940,3,penny,0.061279
penny packets,1940,4,",",0.060582
penny packets,1940,5,large,0.049085
penny packets,1940,6,the,0.048888
penny packets,1940,7,.,0.039043
penny packets,1940,8,"""",0.038375
penny packets,1940,9,i,0.034283
penny packets,1940,10,mail,0.033489
penny packets,1940,11,to,0.033480
penny packets,1940,12,in,0.032728
penny packets,1940,13,of,0.031719
penny packets,1940,14,wage,0.031145
penny packets,1940,15,weekly,0.028398
penny packets,1940,16,by,0.027312
penny packets,1940,17,single,0.026498
penny packets,1940,18,flying,0.025242
penny packets,1940,19,special,0.024427
penny packets,1950,0,small,0.393469
penny packets,1950,1,pounds,0.318917
penny packets,1950,2,penny,0.113919
penny packets,1950,3,of,0.105884
penny packets,1950,4,money,0.099357
penny packets,1950,5,",",0.086176
penny packets,1950,6,.,0.078853
penny packets,1950,7,other,0.075415
penny packets,1950,8,large,0.060716
penny packets,1950,9,scattered,0.051119
penny packets,1950,10,and,0.044172
penny packets,1950,11,mail,0.042306
penny packets,1950,12,the,0.041788
penny packets,1950,13,to,0.034585
penny packets,1950,14,steam,0.033982
penny packets,1950,15,black,0.031021
penny packets,1950,16,going,0.029402
penny packets,1950,17,their,0.028663
penny packets,1950,18,little,0.028103
penny packets,1950,19,travelling,0.028022
penny packets,1960,0,building,0.301347
penny packets,1960,1,small,0.296490
penny packets,1960,2,what,0.141047
penny packets,1960,3,penny,0.138316
penny packets,1960,4,our,0.100542
penny packets,1960,5,postal,0.071733
penny packets,1960,6,",",0.056153
penny packets,1960,7,the,0.055075
penny packets,1960,8,large,0.051202
penny packets,1960,9,it,0.047365
penny packets,1960,10,laying,0.032278
penny packets,1960,11,his,0.031187
penny packets,1960,12,through,0.031031
penny packets,1960,13,road,0.030855
penny packets,1960,14,these,0.030422
penny packets,1960,15,tobacco,0.030229
penny packets,1960,16,this,0.029872
penny packets,1960,17,little,0.029447
penny packets,1960,18,pay,0.029194
penny packets,1960,19,be,0.027162
penny packets,1970,0,pence,0.530847
penny packets,1970,1,quarters,0.329516
penny packets,1970,2,small,0.258667
penny packets,1970,3,penny,0.212085
penny packets,1970,4,petty,0.120266
penny packets,1970,5,pay,0.092321
penny packets,1970,6,",",0.076334
penny packets,1970,7,bank,0.061431
penny packets,1970,8,to,0.052807
penny packets,1970,9,making,0.051511
penny packets,1970,10,steam,0.040189
penny packets,1970,11,large,0.037104
penny packets,1970,12,their,0.036202
penny packets,1970,13,a,0.035770
penny packets,1970,14,and,0.034680
penny packets,1970,15,the,0.034494
penny packets,1970,16,two,0.030790
penny packets,1970,17,our,0.030666
penny packets,1970,18,.,0.029027
penny packets,1970,19,all,0.028433
penny packets,1980,0,small,0.310729
penny packets,1980,1,large,0.133627
penny packets,1980,2,",",0.088628
penny packets,1980,3,joint,0.087438
penny packets,1980,4,separate,0.078919
penny packets,1980,5,in,0.070123
penny packets,1980,6,private,0.058376
penny packets,1980,7,penny,0.054730
penny packets,1980,8,pay,0.046173
penny packets,1980,9,little,0.044992
penny packets,1980,10,two,0.035913
penny packets,1980,11,.,0.034914
penny packets,1980,12,their,0.034784
penny packets,1980,13,whole,0.031918
penny packets,1980,14,to,0.026784
penny packets,1980,15,postal,0.026555
penny packets,1980,16,three,0.023495
penny packets,1980,17,mutual,0.023413
penny packets,1980,18,railway,0.023380
penny packets,1980,19,steam,0.022858
penny packets,1990,0,small,0.275866
penny packets,1990,1,in,0.212445
penny packets,1990,2,penny,0.087180
penny packets,1990,3,little,0.078009
penny packets,1990,4,three,0.074755
penny packets,1990,5,two,0.063880
penny packets,1990,6,these,0.052121
penny packets,1990,7,gun,0.037684
penny packets,1990,8,the,0.035385
penny packets,1990,9,by,0.034889
penny packets,1990,10,pay,0.034830
penny packets,1990,11,their,0.034410
penny packets,1990,12,steam,0.033259
penny packets,1990,13,printed,0.033061
penny packets,1990,14,electoral,0.032125
penny packets,1990,15,several,0.031370
penny packets,1990,16,our,0.029006
penny packets,1990,17,death,0.028633
penny packets,1990,18,-,0.027892
penny packets,1990,19,large,0.026759
penny packets,2000,0,or,0.291257
penny packets,2000,1,small,0.212856
penny packets,2000,2,000,0.160330
penny packets,2000,3,the,0.106269
penny packets,2000,4,penny,0.088010
penny packets,2000,5,and,0.081032
penny packets,2000,6,two,0.080891
penny packets,2000,7,their,0.064934
penny packets,2000,8,postal,0.051616
penny packets,2000,9,news,0.046546
penny packets,2000,10,",",0.044657
penny packets,2000,11,a,0.043269
penny packets,2000,12,all,0.040312
penny packets,2000,13,pay,0.038793
penny packets,2000,14,little,0.036841
penny packets,2000,15,several,0.034988
penny packets,2000,16,wage,0.033405
penny packets,2000,17,parts,0.031747
penny packets,2000,18,large,0.030348
penny packets,2000,19,whole,0.029569
penny wise pound foolish,1930,0,-,0.315896
penny wise pound foolish,1930,1,and,0.238492
penny wise pound foolish,1930,2,or,0.223864
penny wise pound foolish,1930,3,pound,0.169615
penny wise pound foolish,1930,4,penny,0.018419
penny wise pound foolish,1930,5,",",0.007233
penny wise pound foolish,1930,6,as,0.003799
penny wise pound foolish,1930,7,.,0.002626
penny wise pound foolish,1930,8,man,0.002263
penny wise pound foolish,1930,9,pounds,0.001298
penny wise pound foolish,1930,10,shilling,0.000932
penny wise pound foolish,1930,11,the,0.000546
penny wise pound foolish,1930,12,##s,0.000525
penny wise pound foolish,1930,13,money,0.000402
penny wise pound foolish,1930,14,&,0.000359
penny wise pound foolish,1930,15,—,0.000351
penny wise pound foolish,1930,16,rather,0.000351
penny wise pound foolish,1930,17,"""",0.000334
penny wise pound foolish,1930,18,twice,0.000319
penny wise pound foolish,1930,19,to,0.000311
penny wise pound foolish,1950,0,or,0.338687
penny wise pound foolish,1950,1,pound,0.285724
penny wise pound foolish,1950,2,and,0.262454
penny wise pound foolish,1950,3,-,0.052098
penny wise pound foolish,1950,4,penny,0.028206
penny wise pound foolish,1950,5,pounds,0.005550
penny wise pound foolish,1950,6,farthing,0.005348
penny wise pound foolish,1950,7,as,0.003684
penny wise pound foolish,1950,8,but,0.002880
penny wise pound foolish,1950,9,shilling,0.002052
penny wise pound foolish,1950,10,",",0.001983
penny wise pound foolish,1950,11,turning,0.001618
penny wise pound foolish,1950,12,for,0.001326
penny wise pound foolish,1950,13,rather,0.000595
penny wise pound foolish,1950,14,to,0.000568
penny wise pound foolish,1950,15,being,0.000534
penny wise pound foolish,1950,16,a,0.000462
penny wise pound foolish,1950,17,.,0.000461
penny wise pound foolish,1950,18,in,0.000422
penny wise pound foolish,1950,19,##ly,0.000412
penny wise pound foolish,1960,0,pound,0.316763
penny wise pound foolish,1960,1,and,0.264294
penny wise pound foolish,1960,2,or,0.197146
penny wise pound foolish,1960,3,-,0.192680
penny wise pound foolish,1960,4,penny,0.002061
penny wise pound foolish,1960,5,",",0.001828
penny wise pound foolish,1960,6,but,0.001709
penny wise pound foolish,1960,7,for,0.001645
penny wise pound foolish,1960,8,to,0.001207
penny wise pound foolish,1960,9,rather,0.001010
penny wise pound foolish,1960,10,.,0.000746
penny wise pound foolish,1960,11,than,0.000710
penny wise pound foolish,1960,12,as,0.000644
penny wise pound foolish,1960,13,pounds,0.000549
penny wise pound foolish,1960,14,after,0.000546
penny wise pound foolish,1960,15,money,0.000545
penny wise pound foolish,1960,16,##ly,0.000516
penny wise pound foolish,1960,17,not,0.000509
penny wise pound foolish,1960,18,man,0.000465
penny wise pound foolish,1960,19,child,0.000428
penny wise pound foolish,1970,0,or,0.624885
penny wise pound foolish,1970,1,and,0.334377
penny wise pound foolish,1970,2,-,0.007440
penny wise pound foolish,1970,3,",",0.006670
penny wise pound foolish,1970,4,pound,0.003904
penny wise pound foolish,1970,5,for,0.003229
penny wise pound foolish,1970,6,to,0.002216
penny wise pound foolish,1970,7,is,0.002121
penny wise pound foolish,1970,8,penny,0.002040
penny wise pound foolish,1970,9,becoming,0.001528
penny wise pound foolish,1970,10,as,0.001072
penny wise pound foolish,1970,11,making,0.001041
penny wise pound foolish,1970,12,the,0.001012
penny wise pound foolish,1970,13,.,0.000946
penny wise pound foolish,1970,14,being,0.000873
penny wise pound foolish,1970,15,when,0.000843
penny wise pound foolish,1970,16,turning,0.000564
penny wise pound foolish,1970,17,&,0.000447
penny wise pound foolish,1970,18,in,0.000439
penny wise pound foolish,1970,19,after,0.000400
penny-pinching,1890,0,poverty,0.084675
penny-pinching,1890,1,heart,0.056522
penny-pinching,1890,2,nerve,0.053410
penny-pinching,1890,3,pin,0.043385
penny-pinching,1890,4,money,0.035808
penny-pinching,1890,5,finger,0.035032
penny-pinching,1890,6,gold,0.026117
penny-pinching,1890,7,purse,0.023309
penny-pinching,1890,8,penny,0.021561
penny-pinching,1890,9,ear,0.021117
penny-pinching,1890,10,tax,0.021053
penny-pinching,1890,11,hard,0.017212
penny-pinching,1890,12,hunger,0.016530
penny-pinching,1890,13,cold,0.013921
penny-pinching,1890,14,hide,0.012068
penny-pinching,1890,15,cheese,0.011759
penny-pinching,1890,16,death,0.011070
penny-pinching,1890,17,salary,0.010856
penny-pinching,1890,18,feather,0.010338
penny-pinching,1890,19,power,0.010066
penny-pinching,1960,0,sugar,0.721591
penny-pinching,1960,1,money,0.079968
penny-pinching,1960,2,purse,0.070214
penny-pinching,1960,3,penny,0.062724
penny-pinching,1960,4,poverty,0.056704
penny-pinching,1960,5,finger,0.043671
penny-pinching,1960,6,nerve,0.033523
penny-pinching,1960,7,barley,0.029876
penny-pinching,1960,8,over,0.028866
penny-pinching,1960,9,tax,0.028024
penny-pinching,1960,10,hard,0.026553
penny-pinching,1960,11,thumb,0.024763
penny-pinching,1960,12,price,0.023509
penny-pinching,1960,13,gold,0.022002
penny-pinching,1960,14,pin,0.021842
penny-pinching,1960,15,heart,0.021757
penny-pinching,1960,16,fee,0.021201
penny-pinching,1960,17,life,0.020152
penny-pinching,1960,18,tea,0.019284
penny-pinching,1960,19,grant,0.018388
penny-pinching,1970,0,£1,0.717686
penny-pinching,1970,1,pound,0.704045
penny-pinching,1970,2,s,0.661753
penny-pinching,1970,3,##ly,0.330770
penny-pinching,1970,4,poverty,0.138451
penny-pinching,1970,5,child,0.094924
penny-pinching,1970,6,£,0.068127
penny-pinching,1970,7,purse,0.065592
penny-pinching,1970,8,",",0.064346
penny-pinching,1970,9,money,0.056152
penny-pinching,1970,10,.,0.045048
penny-pinching,1970,11,the,0.040713
penny-pinching,1970,12,heart,0.038468
penny-pinching,1970,13,finger,0.037134
penny-pinching,1970,14,nerve,0.036178
penny-pinching,1970,15,men,0.034736
penny-pinching,1970,16,to,0.033765
penny-pinching,1970,17,hard,0.033560
penny-pinching,1970,18,been,0.032578
penny-pinching,1970,19,non,0.032453
penny-pinching,1980,0,pounds,0.235652
penny-pinching,1980,1,funds,0.203801
penny-pinching,1980,2,poverty,0.150387
penny-pinching,1980,3,ship,0.146658
penny-pinching,1980,4,##ness,0.108446
penny-pinching,1980,5,speed,0.089383
penny-pinching,1980,6,money,0.066222
penny-pinching,1980,7,penny,0.065453
penny-pinching,1980,8,under,0.064104
penny-pinching,1980,9,",",0.062372
penny-pinching,1980,10,purse,0.056338
penny-pinching,1980,11,christmas,0.052461
penny-pinching,1980,12,was,0.051642
penny-pinching,1980,13,heart,0.050613
penny-pinching,1980,14,over,0.047786
penny-pinching,1980,15,.,0.045589
penny-pinching,1980,16,hard,0.041961
penny-pinching,1980,17,##ly,0.041124
penny-pinching,1980,18,i,0.039265
penny-pinching,1980,19,nerve,0.039027
penny-pinching,1990,0,short,0.531578
penny-pinching,1990,1,pound,0.350209
penny-pinching,1990,2,poverty,0.174833
penny-pinching,1990,3,farthing,0.171057
penny-pinching,1990,4,letter,0.151721
penny-pinching,1990,5,positively,0.142321
penny-pinching,1990,6,very,0.111015
penny-pinching,1990,7,",",0.108657
penny-pinching,1990,8,extremely,0.089749
penny-pinching,1990,9,exceedingly,0.079329
penny-pinching,1990,10,long,0.076062
penny-pinching,1990,11,absolutely,0.069134
penny-pinching,1990,12,£1,0.068317
penny-pinching,1990,13,but,0.067805
penny-pinching,1990,14,purse,0.057765
penny-pinching,1990,15,heart,0.057188
penny-pinching,1990,16,of,0.054999
penny-pinching,1990,17,also,0.054396
penny-pinching,1990,18,even,0.051304
penny-pinching,1990,19,money,0.050390
penny-pinching,2000,0,pounds,0.759848
penny-pinching,2000,1,counter,0.167870
penny-pinching,2000,2,the,0.165070
penny-pinching,2000,3,of,0.130263
penny-pinching,2000,4,under,0.119874
penny-pinching,2000,5,miles,0.100931
penny-pinching,2000,6,poverty,0.090634
penny-pinching,2000,7,opium,0.088935
penny-pinching,2000,8,over,0.068203
penny-pinching,2000,9,money,0.060901
penny-pinching,2000,10,purse,0.050169
penny-pinching,2000,11,heart,0.049556
penny-pinching,2000,12,pension,0.042641
